,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,미세먼지(PM10).mean,초미세먼지(PM2.5).mean
160,2015-11-23,대중공연,최현우 매직콘서트＜셜록홈즈>,11400,5,우리금융아트홀,6.5,8.5,1184,51.48,N,송파구,올림픽공원,6412,8.7,3.0
161,2015-11-23,문화예술행사,2015 UFC IN KOREA,11019,7,KSPO DOME(체조경기장),6.5,8.5,15000,10.49,N,송파구,올림픽공원,6412,8.7,3.0
162,2015-11-23,문화예술행사,방탄소년단 콘서트,12451,8,핸드볼보조경기장,6.5,8.5,5003,31.11,N,송파구,올림픽공원,6412,8.7,3.0
163,2015-11-24,문화예술행사,상일미디어고 실용음악 밴드보컬 동아리 제 4회 정기연주회,150,1,뮤즈라이브,0.5,5.6,237,63.29,N,송파구,올림픽공원,6946,14.7,7.8
164,2015-11-26,문화예술행사,언프리티 랩스타 2 콘서트,4390,3,올림픽홀,0.0,-2.7,3000,48.78,N,송파구,올림픽공원,6571,34.5,24.4
165,2015-11-28,기타축구,서울컵2015 통합결승,350,1,상암월드컵주경기장,0.1,0.1,281,0.52,Y,마포구,디지털미디어시티,10852,54.6,40.8
166,2015-12-01,체육행사,2015년 12월 국내핸드볼팀 훈련외,608,2,핸드볼보조경기장,0.0,4.0,5003,0.61,N,송파구,올림픽공원,6535,63.8,28.1
167,2015-12-02,문화예술행사,김연우 콘서트,10328,6,핸드볼경기장,13.5,6.0,6500,26.48,N,송파구,올림픽공원,6752,55.5,28.7
168,2015-12-03,대중공연,윤종신콘서트,2220,3,올림픽홀,7.1,-0.7,3000,24.67,N,송파구,올림픽공원,6975,21.5,13.0
169,2015-12-07,문화예술행사,2015 조용필 전국투어 콘서트 '서울공연',10874,7,KSPO DOME(체조경기장),0.0,1.9,15000,10.36,N,송파구,올림픽공원,6975,62.1,27.1
170,2015-12-08,대중공연,2015YG콘서트,9020,6,올림픽홀,0.0,2.9,3000,50.11,N,송파구,올림픽공원,6686,90.5,40.6
171,2015-12-10,문화예술행사,2015 소찬휘 콘서트,0,3,핸드볼경기장,0.3,7.8,6500,0.0,N,송파구,올림픽공원,6522,51.3,26.2
172,2015-12-13,문화예술행사,2015 god 콘서트,17490,9,KSPO DOME(체조경기장),0.0,5.2,15000,28.47,Y,송파구,올림픽공원,5576,41.7,20.8
173,2015-12-16,문화예술행사,어반자카파 콘서트,5491,6,핸드볼경기장,0.0,-1.0,6500,14.08,N,송파구,올림픽공원,9756,27.2,12.5
174,2015-12-17,대중공연,2015 윤하 겨울 콘서트,4353,5,올림픽홀,0.0,-4.6,3000,29.02,N,송파구,올림픽공원,8834,19.4,9.2
175,2015-12-20,문화예술행사,레코드팜 3th 콘서트,174,1,뮤즈라이브,0.0,1.5,237,73.42,Y,송파구,올림픽공원,10759,55.5,28.3
176,2015-12-21,대중공연,2015 컬투 크리스말쇼,16171,7,올림픽홀,2.0,2.2,3000,77.0,N,송파구,올림픽공원,6127,49.8,29.2
177,2015-12-21,문화예술행사,박진영 나쁜파티 콘서트,9647,8,핸드볼경기장,2.0,2.2,6500,18.55,N,송파구,올림픽공원,6127,49.8,29.2
178,2015-12-21,문화예술행사,2015 싸이 올나잇 스탠드 콘서트,16756,7,KSPO DOME(체조경기장),2.0,2.2,15000,44.15,N,송파구,올림픽공원,6127,49.8,29.2
179,2015-12-25,문화예술행사,RE:START Concert,144,2,뮤즈라이브,0.0,-0.8,237,30.38,N,송파구,올림픽공원,6796,19.3,9.6
180,2015-12-27,문화예술행사,2015 성시경의 마지막 하루,18359,6,KSPO DOME(체조경기장),0.0,-5.7,15000,20.4,Y,송파구,올림픽공원,5716,29.5,14.4
181,2015-12-28,문화예술행사,2015 리쌍 콘서트,5445,5,핸드볼경기장,0.0,-5.7,6500,16.75,N,송파구,올림픽공원,5399,23.2,10.8
182,2015-12-28,대중공연,2015 DJ DOC 연말 콘서트,5850,5,올림픽홀,0.0,-5.7,3000,39.0,N,송파구,올림픽공원,5399,23.2,10.8
183,2016-01-01,체육행사,2016년 1월 핸드볼팀 훈련,354,1,핸드볼보조경기장,0.0,1.2,5003,0.44,N,송파구,올림픽공원,2421,57.2,33.2
184,2016-01-04,문화예술행사,뮤지컬 터닝메카드,2305,3,우리금융아트홀,0.0,2.0,1184,87.02,N,송파구,올림픽공원,5984,25.2,9.2
185,2016-01-04,문화예술행사,뮤지컬 터닝메카드,2305,3,우리금융아트홀,0.0,2.0,1184,87.02,N,송파구,올림픽공원,5984,25.2,9.2
186,2016-01-15,문화예술행사,GOT7 ♥ I GOT7 2ND FAN MEETING(갓세븐 팬미팅),3079,3,핸드볼경기장,0.0,-0.4,6500,15.79,N,송파구,올림픽공원,12079,57.2,28.0
187,2016-01-25,문화예술행사,iKON 2016 CONCERT,18135,8,KSPO DOME(체조경기장),0.0,-9.4,15000,15.11,N,송파구,올림픽공원,4993,55.3,15.8
188,2016-01-26,대중공연,2016 에프엑스 f(x) 첫번째 콘서트,8450,7,올림픽홀,0.3,-3.3,3000,40.24,N,송파구,올림픽공원,5533,75.7,37.2
189,2016-01-28,문화예술행사,소울스타 콘서트,620,4,뮤즈라이브,0.0,-0.5,237,65.4,N,송파구,올림픽공원,5528,64.5,27.5
190,2016-02-02,체육행사,2016년 2월 핸드볼팀 훈련,487,2,핸드볼보조경기장,0.0,-5.3,5003,0.49,N,송파구,올림픽공원,5338,45.4,19.5
191,2016-02-10,문화예술행사,2015-16 브라운아이드소울 전국투어 콘서트 in 서울,13899,6,KSPO DOME(체조경기장),0.0,2.7,15000,15.44,N,송파구,올림픽공원,2995,47.7,22.7
192,2016-02-10,문화예술행사,2016 세븐틴 콘서트,7130,6,핸드볼경기장,0.0,2.7,6500,18.28,N,송파구,올림픽공원,2995,47.7,22.7
193,2016-02-14,대중공연,제5회 가온차트 K-POP 어워드,2890,4,올림픽홀,2.5,-2.6,3000,24.08,Y,송파구,올림픽공원,8800,35.8,18.5
194,2016-02-15,문화예술행사,B.A.P LIVE ON EARTH 2016,5610,8,핸드볼경기장,0.0,-5.8,6500,10.79,N,송파구,올림픽공원,5332,39.1,9.8
195,2016-02-15,문화예술행사,인피니트 2nd World Tour INFINITE EFFECT 앵콜,5051,8,KSPO DOME(체조경기장),0.0,-5.8,15000,16.69,N,송파구,올림픽공원,5332,39.1,9.8
196,2016-02-18,대중공연,2016 엠씨더맥스 8집 앨범 발매 기념 콘서트,5030,5,올림픽홀,0.0,3.5,3000,33.53,N,송파구,올림픽공원,5676,46.2,18.5
197,2016-02-20,문화예술행사,하모니시스트 이예영의 첫 단독콘서트,122,1,뮤즈라이브,0.0,1.3,237,51.48,Y,송파구,올림픽공원,9816,39.6,8.2
198,2016-02-26,대중공연,Have A Nice Day #2 (약자 H.AN.D #2),270,2,뮤즈라이브,0.0,2.2,237,56.96,N,송파구,올림픽공원,6037,44.6,20.9
199,2016-02-27,문화예술행사,굿뉴스코 페스티벌,4500,2,핸드볼경기장,0.2,3.3,6500,34.62,Y,송파구,올림픽공원,6288,56.9,27.1
200,2016-02-29,기타축구,ACL 적응훈련(히로시마),50,1,상암월드컵주경기장,0.0,-3.8,11667,0.07,N,마포구,디지털미디어시티,4390,45.8,29.9
201,2016-02-29,문화예술행사,BIGBANG(빅뱅) 2016 MADE TOUR  IN SEOUL 앵콜 공연,13820,9,KSPO DOME(체조경기장),0.0,-3.8,15000,30.17,N,송파구,올림픽공원,5299,54.8,27.2
202,2016-02-29,대중공연,오케스트라 부에나 비스타 소셜 클럽 고별 월드 투어,2510,2,올림픽홀,0.0,-3.8,3000,41.83,N,송파구,올림픽공원,5299,54.8,27.2
203,2016-03-01,문화예술행사,나무야나무야(3월),980,2,우리금융아트홀,0.0,-2.7,1184,2.67,N,송파구,올림픽공원,3840,32.8,17.2
204,2016-03-01,기타축구,ACL (vs 히로시마),18115,1,상암월드컵주경기장,0.0,-2.7,15000,27.16,N,마포구,디지털미디어시티,8491,33.2,21.5
205,2016-03-01,체육행사,2016년 3월 핸드볼팀 훈련,243,11,핸드볼보조경기장,0.0,-2.7,5003,0.44,N,송파구,올림픽공원,3840,32.8,17.2
206,2016-03-03,문화예술행사,터보 20주년 콘서트,4150,5,핸드볼경기장,0.0,8.1,6500,12.77,N,송파구,올림픽공원,6495,71.3,35.0
207,2016-03-04,대중공연,버즈 전국투어 'The Original' 앵콜 콘서트,1847,3,우리금융아트홀,0.1,13.2,1184,52.0,N,송파구,올림픽공원,9315,51.2,18.2
208,2016-03-08,문화예술행사,위너(WINNER) 2016 콘서트,14550,7,KSPO DOME(체조경기장),0.0,2.7,15000,13.86,N,송파구,올림픽공원,6554,35.4,9.6
209,2016-03-09,대중공연,2016 김범수 겟올라잇쇼,4250,4,올림픽홀,0.0,0.3,3000,35.42,N,송파구,올림픽공원,6476,49.4,12.2
210,2016-03-10,문화예술행사,홍경민의 일곱 번째 톡서트,731,4,뮤즈라이브,0.0,-1.1,237,77.11,N,송파구,올림픽공원,6171,34.0,11.2
211,2016-03-14,문화예술행사,EXO(엑소) 2nd World tour EXOluXion 앵콜,13820,8,KSPO DOME(체조경기장),0.0,4.7,15000,36.64,N,송파구,올림픽공원,6722,61.5,24.7
212,2016-03-18,체육행사,제4회 잠스트 트라텍 배드민턴코리아 슈퍼토너먼트,1000,3,핸드볼경기장,0.0,13.4,6500,5.13,N,송파구,올림픽공원,7793,49.3,21.0
213,2016-03-20,K리그,K리그 클래식(vs상주),11077,1,상암월드컵주경기장,0.0,10.6,5806,38.9,Y,마포구,디지털미디어시티,8298,84.8,52.9
214,2016-03-21,문화예술행사,2016 신화 18주년 기념 콘서트,18487,8,KSPO DOME(체조경기장),0.0,9.9,15000,15.41,N,송파구,올림픽공원,6112,79.2,35.2
215,2016-03-23,체육행사,2016 SK텔레콤 2016 서울그랑프리,1000,5,핸드볼경기장,0.0,8.2,6500,3.08,N,송파구,올림픽공원,6656,62.5,21.2
216,2016-03-26,대중공연,손호영 팬미팅,795,1,우리금융아트홀,0.0,6.5,1184,67.15,Y,송파구,올림픽공원,11938,63.7,31.1
217,2016-03-29,문화예술행사,BLOCK B(블락비) Concert 2016 BLOCKBUSTER,15502,7,KSPO DOME(체조경기장),0.1,11.3,15000,14.76,N,송파구,올림픽공원,6510,91.5,34.8
218,2016-04-02,K리그,K리그 클래식(vs인천),19318,1,상암월드컵주경기장,0.0,15.0,11000,28.96,Y,마포구,디지털미디어시티,11235,82.5,51.3
219,2016-04-04,체육행사,2016년 4월 핸드볼팀 훈련,248,3,핸드볼보조경기장,0.0,12.3,5003,0.24,N,송파구,올림픽공원,6774,29.7,9.9
220,2016-04-04,기타축구,ACL 적응훈련(산둥루넝),50,1,상암월드컵주경기장,0.0,12.3,6394,0.07,N,마포구,디지털미디어시티,8447,31.0,14.7
221,2016-04-05,기타축구,ACL (vs 산둥루넝),10147,1,상암월드컵주경기장,0.0,11.4,15000,15.21,N,마포구,디지털미디어시티,7790,59.8,26.0
222,2016-04-06,문화예술행사,"2016 GOT7 1st CONCERT ""FLY IN SEOUL""",0,6,핸드볼경기장,3.0,14.4,6500,0.0,N,송파구,올림픽공원,7087,73.5,30.2
223,2016-04-07,대중공연,판타지쇼! 캐리와 장난감 친구들! (가제),7240,2,우리금융아트홀,7.5,14.1,1184,54.12,N,송파구,올림픽공원,6578,39.1,17.7
224,2016-04-10,공공행사,제20대 국회의원 선거 개표,670,5,KSPO DOME(체조경기장),0.0,13.4,15000,0.89,Y,송파구,올림픽공원,4082,125.8,60.2
225,2016-04-14,일반행사,mbc무한도전 게릴라 콘서트,14156,4,상암월드컵주경기장,0.0,12.4,15000,21.22,N,마포구,디지털미디어시티,6573,58.5,35.2
226,2016-04-14,대중공연,SBS두시탈출 컬투쇼 10주년 기념 콘서트<더기부>,1850,2,올림픽홀,0.0,12.4,3000,30.83,N,송파구,올림픽공원,6479,58.8,27.0
227,2016-04-16,K리그,K리그 클래식(vs수원FC),13190,1,상암월드컵주경기장,23.5,14.9,10123,19.77,Y,마포구,디지털미디어시티,10630,47.4,24.1
228,2016-04-19,기타축구,ACL 적응훈련(부리람),50,1,상암월드컵주경기장,0.0,12.0,15000,0.07,N,마포구,디지털미디어시티,9151,49.5,24.1
229,2016-04-20,기타축구,ACL (vs 부리람),5109,2,상암월드컵주경기장,0.5,14.3,15000,7.66,N,마포구,디지털미디어시티,6573,67.3,37.2
230,2016-04-22,문화예술행사,박해진 팬미팅 Asia Tour in Seoul,2000,3,핸드볼경기장,0.0,13.5,6500,10.26,N,송파구,올림픽공원,6749,105.2,52.2
231,2016-04-22,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0.0,13.5,15000,0.07,N,마포구,디지털미디어시티,7991,116.0,68.0
232,2016-04-23,기타축구,일반시민 축구경기,60,1,상암월드컵주경기장,0.0,13.5,281,0.09,Y,마포구,디지털미디어시티,11125,168.0,31.8
233,2016-04-25,문화예술행사,GOT7 1st CONCERT FLY IN SEOUL,6683,6,핸드볼경기장,0.0,17.2,6500,17.14,N,송파구,올림픽공원,6787,68.7,21.1
234,2016-04-28,대중공연,박인희 송창식 콘서트,2760,2,올림픽홀,0.0,17.2,3000,46.0,N,송파구,올림픽공원,7112,68.8,23.8
235,2016-04-28,문화예술행사,2016 안드레아 보첼리 내한공연,6217,5,KSPO DOME(체조경기장),0.0,17.2,15000,8.29,N,송파구,올림픽공원,7112,68.8,23.8
236,2016-05-01,공공행사,제26회 송파구청장기 생활체육 배드민턴대회,1000,1,핸드볼보조경기장,0.0,18.8,5003,19.99,Y,송파구,올림픽공원,6744,39.7,14.1
237,2016-05-01,체육행사,2016년 5월 핸드볼팀 훈련,466,1,핸드볼보조경기장,0.0,18.8,5003,0.4,Y,송파구,올림픽공원,6744,39.7,14.1
238,2016-05-01,대중공연,2016 쎄시봉친구들 콘서트,2210,1,올림픽홀,0.0,18.8,3000,73.67,Y,송파구,올림픽공원,6744,39.7,14.1
239,2016-05-01,일반행사,원불교 100주년 기념행사,928,8,상암월드컵주경기장,0.0,18.8,1473,73.9,Y,마포구,디지털미디어시티,8354,33.7,17.2
240,2016-05-02,문화예술행사,2016 BTS LIVE (가제),11911,8,KSPO DOME(체조경기장),16.5,21.1,15000,19.9,N,송파구,올림픽공원,7204,51.6,25.1
241,2016-05-02,문화예술행사,벅스 라이브 vol.16,180,1,뮤즈라이브,16.5,21.1,237,75.95,N,송파구,올림픽공원,7204,51.6,25.1
242,2016-05-04,순수예술공연,별이 빛나는 밤에,4777,12,올림픽홀,0.0,15.7,3000,13.27,N,송파구,올림픽공원,9788,53.5,12.9
243,2016-05-05,체육행사,제5회 일요신문배 전국어린이바둑대회,1500,1,핸드볼경기장,7.5,18.9,6500,23.08,N,송파구,올림픽공원,6237,61.5,18.1
244,2016-05-08,K리그,K리그 클래식(vs포항),17530,1,상암월드컵주경기장,0.0,19.4,12166,26.28,Y,마포구,디지털미디어시티,7938,50.9,16.4
245,2016-05-11,기타축구,FA컵-32강전 (vs대구FC),3539,1,상암월드컵주경기장,0.0,16.4,15000,5.31,N,마포구,디지털미디어시티,8048,35.4,16.5
246,2016-05-13,문화예술행사,올리비아 뉴튼존 내한공연,2433,2,KSPO DOME(체조경기장),0.5,18.6,15000,8.11,N,송파구,올림픽공원,9426,29.7,15.3
247,2016-05-18,체육행사,제12회 한국체육대학교총장배 전국태권도대회,1200,3,핸드볼경기장,0.0,22.3,6500,6.15,N,송파구,올림픽공원,7003,40.9,16.4
248,2016-05-21,체육행사,제5회 전국민참여 독도사랑배드민턴대회,1000,2,핸드볼경기장,0.0,24.1,6500,7.69,Y,송파구,올림픽공원,12881,42.5,24.7
249,2016-05-23,문화예술행사,제10회 서울재즈페스티벌(Seoul Jazz Festival) 2016,12000,8,KSPO DOME(체조경기장),0.0,23.3,15000,10.0,N,송파구,올림픽공원,6778,71.2,41.2
250,2016-05-24,문화예술행사,제10회 서울재즈페스티벌(Seoul Jazz Festival) 2016,8000,7,핸드볼경기장,38.5,16.8,6500,17.58,N,송파구,올림픽공원,7419,24.5,15.9
251,2016-05-24,대중공연,2016 레이첼 야마가타 내한공연,976,1,우리금융아트홀,38.5,16.8,1184,82.43,N,송파구,올림픽공원,7419,24.5,15.9
252,2016-05-24,문화예술행사,뮤즈 앤 재즈 라이브(Muse & Jazz Live) Vol.1,161,2,뮤즈라이브,38.5,16.8,237,33.97,N,송파구,올림픽공원,7419,24.5,15.9
253,2016-05-24,기타축구,ACL 적응훈련(우라와),50,1,상암월드컵주경기장,38.5,16.8,6394,0.07,N,마포구,디지털미디어시티,10865,30.6,21.6
254,2016-05-25,기타축구,ACL 16강전 (vs우라와 ),14173,1,상암월드컵주경기장,0.0,19.7,15000,21.25,N,마포구,디지털미디어시티,7792,96.0,68.4
255,2016-05-27,대중공연,2016 김경호 전국투어 콘서트 - 서울,1818,2,우리금융아트홀,0.0,20.9,1184,76.77,N,송파구,올림픽공원,10905,75.7,43.4
256,2016-05-27,문화예술행사,서울재즈페스티벌2016-팻 메시니 연습대관,15,1,뮤즈라이브,0.0,20.9,237,6.33,N,송파구,올림픽공원,10905,75.7,43.4
257,2016-05-29,K리그,K리그 클래식(vs전남),15851,1,상암월드컵주경기장,0.0,21.5,15000,23.76,Y,마포구,디지털미디어시티,8172,83.6,46.8
258,2016-05-29,대중공연,2016 B1A4 팬미팅,2548,1,올림픽홀,0.0,21.5,3000,84.93,Y,송파구,올림픽공원,11890,87.3,41.2
259,2016-06-01,체육행사,2016년 6월 핸드볼팀 훈련,392,1,핸드볼보조경기장,0.0,23.3,5003,0.44,N,송파구,올림픽공원,6994,32.6,14.4
260,2016-06-02,대중공연,가) 2016 롯데면세점 황치열 콘서트,1910,2,올림픽홀,0.0,23.2,3000,31.83,N,송파구,올림픽공원,7908,48.2,29.0
261,2016-06-04,문화예술행사,뷰티풀 민트 라이프 2016 보상공연 (가칭),4490,3,올림픽홀,0.0,21.2,3000,49.89,Y,송파구,올림픽공원,9991,55.0,28.3
262,2016-06-04,일반행사,2016 드림콘서트,1490,7,상암월드컵주경기장,0.0,21.2,1473,65.53,Y,마포구,디지털미디어시티,11706,51.6,29.3
263,2016-06-05,공공행사,제28회 강동구청장기 생활체육 배드민턴대회,700,1,핸드볼보조경기장,0.0,24.7,5003,13.99,Y,송파구,올림픽공원,6227,39.3,22.4
264,2016-06-06,K리그,K리그 클래식(vs제주),17466,1,상암월드컵주경기장,0.0,23.3,15000,26.18,N,마포구,디지털미디어시티,8064,21.4,15.1
265,2016-06-07,대중공연,EXO 컴백 쇼케이스,2162,2,올림픽홀,0.1,21.7,3000,36.03,N,송파구,올림픽공원,6878,54.8,36.2
266,2016-06-11,대중공연,KDB대우증권 우수고객 초청공연,1990,2,올림픽홀,3.0,23.5,3000,33.17,Y,송파구,올림픽공원,10148,48.1,28.1
267,2016-06-14,문화예술행사,2016 빅스(VIXX)와 함께하는 팬미팅,8053,7,KSPO DOME(체조경기장),0.0,23.8,15000,7.67,N,송파구,올림픽공원,6617,55.1,34.0
268,2016-06-15,K리그,K리그 클래식(vs광주),5505,1,상암월드컵주경기장,15.5,20.9,15000,8.25,N,마포구,디지털미디어시티,5726,40.5,30.2
269,2016-06-16,대중공연,어반자카파 미니앨범 발매기념 단독콘서트,5360,3,올림픽홀,0.0,20.9,3000,59.56,N,송파구,올림픽공원,8410,32.2,21.0
270,2016-06-17,체육행사,2016년 제68회 Mr. & 제11회 Ms. Korea 선발대회,1184,3,우리금융아트홀,0.0,23.8,1184,33.33,N,송파구,올림픽공원,9064,51.3,33.0
271,2016-06-18,K리그,K리그 클래식(vs수원삼성),1490,1,상암월드컵주경기장,0.0,24.5,1473,71.81,Y,마포구,디지털미디어시티,12208,59.5,44.1
272,2016-06-22,기타축구,FA컵-16강전 (vs안산경찰청),3993,1,상암월드컵주경기장,30.5,24.3,12166,5.99,N,마포구,디지털미디어시티,5672,71.0,53.2
273,2016-06-23,문화예술행사,2016 바이브 콘서트,4009,4,올림픽홀,0.1,24.7,3000,33.41,N,송파구,올림픽공원,6211,52.7,39.8
274,2016-06-25,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0.0,22.8,11287,0.07,Y,마포구,디지털미디어시티,11622,34.8,21.2
275,2016-06-26,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0.0,24.4,5762,0.07,Y,마포구,디지털미디어시티,7805,25.8,17.0
276,2016-06-27,문화예술행사,2016 이승철 데뷔 30주년 기념 콘서트 <무궁화 삼천리>,17554,7,KSPO DOME(체조경기장),0.0,24.4,15000,16.72,N,송파구,올림픽공원,5939,33.2,19.8
277,2016-06-29,문화예술행사,2016 장근석 팬미팅(JKS LIVE IN SEOUL),1493,5,핸드볼경기장,0.0,25.3,6500,4.59,N,송파구,올림픽공원,6180,32.1,21.4
278,2016-06-29,K리그,K리그 클래식(vs성남),7865,1,상암월드컵주경기장,0.0,25.3,15000,11.79,N,마포구,디지털미디어시티,7889,35.8,26.2
279,2016-07-03,체육행사,제16회 한화생명배 세계어린이국수전 바둑대회 서울지역예선,850,1,핸드볼경기장,0.0,23.5,6500,13.08,Y,송파구,올림픽공원,3780,45.4,32.1
280,2016-07-03,일반행사,프린지 축제(윷놀이),500,1,상암월드컵주경기장,0.0,23.5,2640,0.75,Y,마포구,디지털미디어시티,7694,44.5,35.9
